,Issuer Name,Insured Bonds,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,State
1764,City of Oshkosh WI Water Revenue,N,0.4117687009221419,28.172186964394296,7/6/2017,4.0,1/1/2023,445000,1.55,28.172186964394296,,,95,Winnebago, WI
1765,City of Oshkosh WI Water Revenue,N,1.3726200592875335,25.310546900856302,7/6/2017,4.0,1/1/2024,465000,1.67,25.310546900856302,,,88,Winnebago, WI
1766,City of Oshkosh WI Water Revenue,N,2.2974470955223274,28.249306189478297,7/6/2017,4.0,1/1/2025,485000,1.85,28.249306189478297,10000.0,,78,Winnebago, WI
1767,City of Oshkosh WI Water Revenue,N,3.188787873294819,33.888552979347075,7/6/2017,4.0,1/1/2026,505000,2.05,33.888552979347075,,,69,Winnebago, WI
1768,City of Oshkosh WI Water Revenue,N,4.048136980369476,36.5201067419419,7/6/2017,4.0,1/1/2027,520000,2.2,36.5201067419419,,,61,Winnebago, WI
1769,City of Ottawa KS,N,0.16359490184386635,11.97573337952309,4/19/2017,2.25,10/1/2022,560000,1.7000000000000002,11.97573337952309,,,95,Franklin, KS
1770,City of Ottawa KS,N,1.1375894078557096,10.28510188437508,4/19/2017,2.25,10/1/2023,575000,1.85,10.28510188437508,,,78,Franklin, KS
1771,City of Ottawa KS,N,2.0832737700647095,8.927979028158827,4/19/2017,2.5,10/1/2024,585000,2.0,8.927979028158827,,,67,Franklin, KS
1772,City of Oxford MS,N,0.32961594225016044,14.685945205479456,12/20/2017,3.0,12/1/2022,310000,1.85,14.685945205479456,,,94,Lafayette, MS
1773,City of Oxford MS,N,1.2992668774693754,17.29146575342466,12/20/2017,3.0,12/1/2023,320000,1.95,17.29146575342466,,,83,Lafayette, MS
1774,City of Oxford MS,N,2.24069440607554,13.206846575342478,12/20/2017,3.0,12/1/2024,330000,2.0,13.206846575342478,,,72,Lafayette, MS
1775,City of Oxford MS,N,3.1556171485112734,9.766120547945189,12/20/2017,3.0,12/1/2025,340000,2.05,9.766120547945189,,,60,Lafayette, MS
1776,City of Oxford MS,N,4.044485103327226,9.189498630136983,12/20/2017,3.0,12/1/2026,350000,2.13,9.189498630136983,,,52,Lafayette, MS
1777,City of Oxford MS,N,4.9075674956987445,10.585331506849327,12/20/2017,3.0,12/1/2027,365000,2.2,10.585331506849327,,,44,Lafayette, MS
1778,City of Sachse TX,N,1.4679323024400028,9.726917356749754,6/15/2017,4.0,2/15/2024,415000,1.53,9.726917356749754,,AA,84,Dallas, TX
1779,City of Philadelphia MS Waterworks & Sewage System Revenue,N,0.651672645875311,29.448748464817776,4/6/2017,3.25,4/1/2023,50000,2.1,29.448748464817776,,,86,Neshoba, MS
1780,City of Philadelphia MS Waterworks & Sewage System Revenue,N,1.6029067260842476,27.971328251693883,4/6/2017,3.25,4/1/2024,50000,2.25,27.971328251693883,,,70,Neshoba, MS
1781,City of Philadelphia MS Waterworks & Sewage System Revenue,N,3.4176813487067847,23.0537860770093,4/6/2017,3.25,4/1/2026,55000,2.5,23.0537860770093,,,47,Neshoba, MS
1782,City of Philadelphia MS Waterworks & Sewage System Revenue,N,4.282941637928302,21.90601210841825,4/6/2017,3.25,4/1/2027,60000,2.6,21.90601210841825,,,39,Neshoba, MS
1783,City of Phillips WI Water & Sewer System Revenue,Y,0.7330573930871862,71.40016443703678,6/1/2017,3.0,5/1/2023,120000,2.25,71.40016443703678,,,90,Price, WI
1784,City of Phillips WI Water & Sewer System Revenue,Y,1.6844789841976484,70.11037860442721,6/1/2017,3.0,5/1/2024,120000,2.4000000000000004,70.11037860442721,,,78,Price, WI
1785,City of Pikeville KY,N,0.2466350594464064,13.205849315068496,12/27/2017,3.0,11/1/2022,310000,1.8,13.205849315068496,,,94,Pike, KY
1786,City of Pikeville KY,N,1.2157384707693784,16.26443835616438,12/27/2017,3.0,11/1/2023,375000,1.9000000000000001,16.26443835616438,,,73,Pike, KY
1787,City of Pikeville KY,N,2.156247654133578,18.928049315068485,12/27/2017,3.0,11/1/2024,380000,2.0,18.928049315068485,100000.0,,57,Pike, KY
1788,City of Pikeville KY,N,3.0700778381770712,21.221487671232886,12/27/2017,3.0,11/1/2025,395000,2.1,21.221487671232886,100000.0,,47,Pike, KY
1789,City of Pikeville KY,N,3.957793726355774,23.903983561643848,12/27/2017,3.0,11/1/2026,410000,2.2,23.903983561643848,,,36,Pike, KY
1790,City of Pikeville KY,N,4.820050429219534,28.343073972602717,12/27/2017,3.0,11/1/2027,420000,2.3000000000000003,28.343073972602717,100000.0,,30,Pike, KY
1791,City of Pilot Point TX,N,0.522813498845249,33.23378904109588,9/15/2017,4.0,2/15/2023,80000,1.6500000000000001,33.23378904109588,,,94,Denton, TX
1792,City of Pilot Point TX,N,1.4652964818218008,39.27652602739726,9/15/2017,4.0,2/15/2024,85000,1.85,39.27652602739726,,,84,Denton, TX
1793,City of Pilot Point TX,N,2.3728407317605815,40.01986301369864,9/15/2017,4.0,2/15/2025,90000,2.0,40.01986301369864,,,78,Denton, TX
1794,City of Pilot Point TX,N,3.24789427158087,41.39687123287672,9/15/2017,4.0,2/15/2026,95000,2.15,41.39687123287672,25000.0,,70,Denton, TX
1795,City of Romulus MI,N,1.217409791149631,29.78908767123287,11/29/2017,2.75,11/1/2023,110000,1.93,29.78908767123287,,,82,Wayne, MI
1796,City of Romulus MI,N,2.1346917097075337,33.5229397260274,11/29/2017,4.0,11/1/2024,745000,2.07,33.5229397260274,,,77,Wayne, MI
1797,City of Romulus MI,N,3.0270957523444033,33.26815616438359,11/29/2017,4.0,11/1/2025,745000,2.18,33.26815616438359,15000.0,,63,Wayne, MI
1798,City of Rosenberg TX,N,1.5226554693695156,20.147191780821917,12/1/2017,3.0,3/1/2024,415000,1.8,20.147191780821917,,,84,Fort Bend, TX
1799,City of Rosenberg TX,N,2.4482265430462875,28.429753424657523,12/1/2017,3.0,3/1/2025,430000,2.0,28.429753424657523,,,76,Fort Bend, TX
1800,City of Roswell NM Joint Water & Sewer Revenue,Y,0.814946484149537,42.093260721738645,2/21/2017,4.0,6/1/2023,895000,2.3000000000000003,42.093260721738645,100000.0,AA-,92,Chaves, NM
1801,City of Roswell NM Joint Water & Sewer Revenue,Y,2.6658553452308444,46.71782620362271,2/21/2017,4.0,6/1/2025,1015000,2.61,46.71782620362271,,AA-,77,Chaves, NM
1802,City of Roswell NM Joint Water & Sewer Revenue,Y,3.488997383881248,51.8319126696285,2/21/2017,5.0,6/1/2026,1080000,2.77,51.8319126696285,,AA-,73,Chaves, NM
1803,City of Royse City TX,N,0.9996251165698029,28.996733812041132,6/1/2017,4.0,8/15/2023,180000,1.6500000000000001,28.996733812041132,,,85,Rockwall, TX
1804,City of Royse City TX,N,2.8174307089671555,24.14075629008505,6/1/2017,4.0,8/15/2025,200000,1.9000000000000001,24.14075629008505,,,59,Rockwall, TX
1805,City of Royse City TX,N,3.6773680997037492,25.807235996972345,6/1/2017,4.0,8/15/2026,210000,2.05,25.807235996972345,,,48,Rockwall, TX
1806,City of Sachse TX,N,2.3770743272082777,7.132203773181156,6/15/2017,4.0,2/15/2025,435000,1.6500000000000001,7.132203773181156,,AA,76,Dallas, TX
1807,City of Sachse TX,N,3.253362906160891,13.318012926121314,6/15/2017,4.0,2/15/2026,450000,1.85,13.318012926121314,,AA,69,Dallas, TX
1808,City of Sachse TX,N,4.098059938455556,16.633509745088016,6/15/2017,4.0,2/15/2027,470000,2.0,16.633509745088016,40000.0,AA,62,Dallas, TX
1809,State of Minnesota,N,1.765729418425636,27.874123905608748,11/9/2017,2.45,6/1/2024,345000,2.45,27.874123905608748,,AA+,69,Ramsey, MN
1810,State of Minnesota,N,2.6906259574362643,35.088682303536345,11/9/2017,2.6,6/1/2025,355000,2.6,35.088682303536345,,AA+,58,Ramsey, MN
1811,State of Minnesota,N,4.4490221059196005,44.18514630157166,11/9/2017,2.8,6/1/2027,375000,2.8000000000000003,44.18514630157166,,AA+,44,Ramsey, MN
1812,City of Rosenberg TX,N,0.5692853267879429,16.610906849315054,12/1/2017,3.0,3/1/2023,405000,1.6500000000000001,16.610906849315054,,,92,Fort Bend, TX
1813,City of Rosenberg TX,N,3.347379090718833,22.198465753424635,12/1/2017,3.0,3/1/2026,440000,2.05,22.198465753424635,,,69,Fort Bend, TX
1814,City of Rosenberg TX,N,4.22069297276095,22.893104109589025,12/1/2017,3.0,3/1/2027,455000,2.15,22.893104109589025,,,64,Fort Bend, TX
1815,City of Roswell NM Joint Water & Sewer Revenue,Y,1.757837527345239,45.56121694365935,2/21/2017,4.0,6/1/2024,955000,2.47,45.56121694365935,,AA-,84,Chaves, NM
1816,City of Royse City TX,N,0.036098367979799616,28.79818596408421,6/1/2017,4.0,8/15/2022,180000,1.5,28.79818596408421,,,95,Rockwall, TX
1817,City of Royse City TX,N,1.925331980005642,28.995825048896773,6/1/2017,4.0,8/15/2024,190000,1.8,28.995825048896773,,,72,Rockwall, TX
1818,Lazy Nine Municipal Utility District No 1B,Y,0.08047431217403257,51.60845205479454,11/1/2017,3.0,9/1/2022,135000,1.85,51.60845205479454,,AA-,98,Travis, TX
1819,Lazy Nine Municipal Utility District No 1B,Y,1.048986477336746,54.236315068493155,11/1/2017,3.0,9/1/2023,135000,2.0,54.236315068493155,,AA-,87,Travis, TX
1820,City of Le Sueur MN,N,1.303086548601859,14.517833625073816,8/10/2017,2.25,12/1/2023,165000,1.7000000000000002,14.517833625073816,,,77,Le Sueur, MN
1821,City of Le Sueur MN,N,2.254869769397124,14.612576421084622,8/10/2017,2.25,12/1/2024,170000,1.85,14.612576421084622,,,65,Le Sueur, MN
1822,City of Le Sueur MN,N,3.1740128486404062,15.16273994618409,8/10/2017,2.5,12/1/2025,175000,2.0,15.16273994618409,,,48,Le Sueur, MN
1823,Lynwood Utility Authority,Y,0.8157487507645607,14.79270866412441,9/7/2017,4.0,6/1/2023,65000,,14.79270866412441,,,90,Los Angeles, CA
1824,Lynwood Utility Authority,Y,2.66868147966587,19.32865626800597,9/7/2017,4.0,6/1/2025,70000,,19.32865626800597,,,68,Los Angeles, CA
1825,Lynwood Utility Authority,Y,3.544736832481943,23.205522778051545,9/7/2017,4.0,6/1/2026,70000,,23.205522778051545,,,62,Los Angeles, CA
1826,Lynwood Utility Authority,Y,4.389505644965845,31.528088118201893,9/7/2017,4.0,6/1/2027,75000,,31.528088118201893,,,57,Los Angeles, CA
1827,Charter Township of Lyon MI,N,1.7043118746532953,24.4095620053427,8/31/2017,2.0,5/1/2024,745000,1.6500000000000001,24.4095620053427,75000.0,,68,Oakland, MI
1828,Charter Township of Lyon MI,N,2.651545701041398,29.171350269416397,8/31/2017,2.0,5/1/2025,760000,1.85,29.171350269416397,,,56,Oakland, MI
1829,City of Petoskey MI Water & Sewer Revenue,N,0.4945503683856971,27.91019518083977,6/13/2017,3.0,2/1/2023,210000,1.6300000000000001,27.91019518083977,,,98,Emmet, MI
1830,City of Petoskey MI Water & Sewer Revenue,N,1.4632352363312484,25.92378496738381,6/13/2017,3.0,2/1/2024,220000,1.77,25.92378496738381,,,85,Emmet, MI
1831,City of Petoskey MI Water & Sewer Revenue,N,2.4033326485016033,25.91811043785861,6/13/2017,3.0,2/1/2025,230000,1.93,25.91811043785861,,,76,Emmet, MI
1832,City of Petoskey MI Water & Sewer Revenue,N,3.316082336505494,28.093060701326866,6/13/2017,3.0,2/1/2026,240000,2.1,28.093060701326866,,,68,Emmet, MI
1833,City of Petoskey MI Water & Sewer Revenue,N,4.201948947503101,26.750494113869628,6/13/2017,3.0,2/1/2027,245000,2.21,26.750494113869628,,,63,Emmet, MI
1834,City of Peosta IA,N,0.8177622292516716,50.04717260273972,11/29/2017,3.0,6/1/2023,165000,1.95,50.04717260273972,,,85,Dubuque, IA
1835,City of Peosta IA,N,1.7725001306766714,52.45915616438357,11/29/2017,3.0,6/1/2024,165000,2.1,52.45915616438357,,,75,Dubuque, IA
1836,City of Peosta IA,N,2.700185885934767,54.71283287671233,11/29/2017,3.0,6/1/2025,175000,2.25,54.71283287671233,,,58,Dubuque, IA
1837,City of Peosta IA,N,3.6013825497835263,57.958079452054804,11/29/2017,3.0,6/1/2026,180000,2.4000000000000004,57.958079452054804,,,46,Dubuque, IA
1838,Marin Water District Financing Authority,N,0.8958301198675852,-4.778255676806498,8/1/2017,5.0,7/1/2023,720000,1.33,-4.778255676806498,,AA,90,Marin, CA
1839,New Jersey Infrastructure Bank,N,0.08050625730726173,-2.5904459511033817,5/25/2017,5.0,9/1/2022,1015000,1.41,-2.5904459511033817,50000.0,AAA,89,Mercer, NJ
1840,New Jersey Infrastructure Bank,N,1.9515149866635912,-4.179473262877176,5/25/2017,5.0,9/1/2024,1125000,1.72,-4.179473262877176,30000.0,AAA,88,Mercer, NJ
1841,New Jersey Infrastructure Bank,N,1.0381825826393962,-3.911249315068499,11/21/2017,5.0,9/1/2023,790000,1.49,-3.911249315068499,,AAA,91,Mercer, NJ
1842,New Jersey Infrastructure Bank,N,3.6631030765378356,-5.021986301369852,11/21/2017,5.0,9/1/2026,910000,1.8,-5.021986301369852,,AAA,66,Mercer, NJ
1843,New Jersey Infrastructure Bank,N,1.9489386658328574,15.998054794520545,11/21/2017,5.0,9/1/2024,95000,1.8,15.998054794520545,,AAA,76,Mercer, NJ
1844,Marin Water District Financing Authority,N,1.8293644775366744,-7.700791480406344,8/1/2017,5.0,7/1/2024,755000,1.45,-7.700791480406344,45000.0,AA,83,Marin, CA
1845,Marin Water District Financing Authority,N,2.722123068507259,-8.777122002378611,8/1/2017,5.0,7/1/2025,790000,1.59,-8.777122002378611,10000.0,AA,76,Marin, CA
1846,Marin Water District Financing Authority,N,3.5774876035409244,-4.574733889941229,8/1/2017,5.0,7/1/2026,830000,1.77,-4.574733889941229,180000.0,AA,72,Marin, CA
1847,New Jersey Infrastructure Bank,N,3.7981015238401468,9.206886553354865,5/25/2017,3.0,9/1/2026,1225000,2.15,9.206886553354865,30000.0,AAA,64,Mercer, NJ
1848,New Jersey Infrastructure Bank,N,0.08050562858074777,-3.9694301369863183,11/21/2017,5.0,9/1/2022,735000,1.3800000000000001,-3.9694301369863183,,AAA,97,Mercer, NJ
1849,New Jersey Infrastructure Bank,N,2.825177371929627,-5.190301369863004,11/21/2017,5.0,9/1/2025,855000,1.7000000000000002,-5.190301369863004,250000.0,AAA,72,Mercer, NJ
1850,New Jersey Infrastructure Bank,N,4.757149206090356,,11/21/2017,2.125,9/1/2027,940000,2.239,,,AAA,37,Mercer, NJ
1851,New Jersey Infrastructure Bank,N,0.08049399714496479,17.0305698630137,11/21/2017,5.0,9/1/2022,85000,1.59,17.0305698630137,,AAA,87,Mercer, NJ
1852,New Jersey Infrastructure Bank,N,2.8214616627026046,19.809698630136996,11/21/2017,5.0,9/1/2025,100000,1.95,19.809698630136996,,AAA,65,Mercer, NJ
1853,New Jersey Infrastructure Bank,N,3.6570159469966295,19.978013698630125,11/21/2017,5.0,9/1/2026,105000,2.05,19.978013698630125,,AAA,58,Mercer, NJ
1854,Village of Larchmont NY,N,2.946198047614545,-1.8221629642293902,2/1/2017,2.0,9/1/2025,400000,2.0,-1.8221629642293902,,,44,Westchester, NY
1855,City of Laredo TX Waterworks & Sewer System Revenue,N,2.3899991660493667,34.42975342465753,11/15/2017,5.0,3/1/2025,375000,2.06,34.42975342465753,,AA-,76,Webb, TX
1856,City of Laredo TX Waterworks & Sewer System Revenue,N,4.062317688737025,39.89310410958902,11/15/2017,5.0,3/1/2027,415000,2.32,39.89310410958902,,AA-,62,Webb, TX
1857,City of Little Rock AR Water Reclamation System Revenue,N,0.16364409106229577,42.9947453823031,10/26/2017,4.0,10/1/2022,235000,1.6500000000000001,42.9947453823031,,,98,Pulaski, AR
1858,City of Little Rock AR Water Reclamation System Revenue,N,2.0527902961055076,49.14451555992259,10/26/2017,4.0,10/1/2024,250000,2.0,49.14451555992259,,,83,Pulaski, AR
1859,City of Las Vegas NV,N,0.8142545873748989,147.60707789166884,9/27/2017,2.25,6/1/2023,260000,2.74,147.60707789166884,,,66,Clark, NV
1860,City of Las Vegas NV,N,1.7673915545145364,158.01008551715722,9/27/2017,2.5,6/1/2024,265000,2.99,158.01008551715722,,,46,Clark, NV
1861,City of Las Vegas NV,N,2.6805570901338145,165.2539928238086,9/27/2017,3.0,6/1/2025,275000,3.21,165.2539928238086,,,35,Clark, NV
1862,City of Las Vegas NV,N,3.572945667003761,169.62965329778413,9/27/2017,3.0,6/1/2026,280000,3.39,169.62965329778413,,,28,Clark, NV
1863,City of Las Vegas NV,N,4.415552603990201,174.37906683565538,9/27/2017,3.25,6/1/2027,290000,3.5500000000000003,174.37906683565538,,,25,Clark, NV
1864,City of Las Vegas NV Special Improvement District No 813,N,0.8124742629579028,155.422029569855,8/2/2017,3.0,6/1/2023,250000,2.92,155.422029569855,,,69,#N/A Field Not Applicable,
1865,City of Las Vegas NV Special Improvement District No 813,N,1.7605330826015675,167.52348137035224,8/2/2017,3.0,6/1/2024,260000,3.19,167.52348137035224,,,48,#N/A Field Not Applicable,
1866,City of Las Vegas NV Special Improvement District No 813,N,2.6805570901338145,171.4627105192461,8/2/2017,3.0,6/1/2025,265000,3.38,171.4627105192461,,,34,#N/A Field Not Applicable,
1867,City of Las Vegas NV Special Improvement District No 813,N,3.5584048175851337,176.55446678708134,8/2/2017,3.25,6/1/2026,275000,3.5700000000000003,176.55446678708134,,,28,#N/A Field Not Applicable,
1868,City of Las Vegas NV Special Improvement District No 813,N,4.393604165900424,180.2997220472885,8/2/2017,3.5,6/1/2027,285000,3.72,180.2997220472885,,,25,#N/A Field Not Applicable,
1869,City of Laurel MS Water & Sewer System Revenue,N,0.814603562142466,35.79953750900524,7/6/2017,3.0,6/1/2023,160000,1.6500000000000001,35.79953750900524,,,86,Jones, MS
1870,City of Laurel MS Water & Sewer System Revenue,N,1.765111140571034,35.07545733655031,7/6/2017,3.0,6/1/2024,165000,1.8,35.07545733655031,,,74,Jones, MS
1871,City of Laurel MS Water & Sewer System Revenue,N,2.703914463930082,39.43575579273444,7/6/2017,2.5,6/1/2025,175000,2.0,39.43575579273444,,,61,Jones, MS
1872,City of Laurel MS Water & Sewer System Revenue,N,3.611422975213918,45.25819182944299,7/6/2017,2.5,6/1/2026,180000,2.2,45.25819182944299,,,53,Jones, MS
1873,City of Laurel MS Water & Sewer System Revenue,N,4.494590749260063,43.73892468833531,7/6/2017,2.5,6/1/2027,190000,2.3000000000000003,43.73892468833531,,,46,Jones, MS
1874,City of Lawrence KS Water & Sewage System Revenue,N,0.24667661833804738,14.292397260273981,12/28/2017,5.0,11/1/2022,760000,1.79,14.292397260273981,,,95,Douglas, KS
1875,City of Lawrence KS Water & Sewage System Revenue,N,1.202751928826854,19.26912328767123,12/28/2017,5.0,11/1/2023,795000,1.9000000000000001,19.26912328767123,,,87,Douglas, KS
1876,City of Lawrence KS Water & Sewage System Revenue,N,2.1151112361419915,21.138772602739706,12/28/2017,5.0,11/1/2024,835000,1.99,21.138772602739706,15000.0,,80,Douglas, KS
1877,City of Lawrence KS Water & Sewage System Revenue,N,2.9882663620326695,20.28404657534244,12/28/2017,5.0,11/1/2025,885000,2.07,20.28404657534244,,,69,Douglas, KS
1878,City of Lawrence KS Water & Sewage System Revenue,N,3.8248925599123704,21.823605479452056,12/28/2017,5.0,11/1/2026,920000,2.16,21.823605479452056,,,61,Douglas, KS
1879,Lancaster Municipal Utility District No 1,N,0.005555084359061997,93.66532876712328,12/1/2017,2.4,8/1/2022,50000,2.4000000000000004,93.66532876712328,,,99,Dallas, TX
1880,Lancaster Municipal Utility District No 1,N,1.9334686234569585,112.11447397260272,12/1/2017,2.8,8/1/2024,50000,2.8000000000000003,112.11447397260272,,,74,Dallas, TX
1881,Langham Creek Utility District,Y,2.56402497449045,47.2733753181112,7/1/2017,2.0,4/1/2025,130000,2.1,47.2733753181112,,,70,Harris, TX
1882,Village of Larchmont NY,N,0.08047814158269163,-3.722012474267089,2/1/2017,2.0,9/1/2022,370000,1.6,-3.722012474267089,,,98,Westchester, NY
1883,Village of Larchmont NY,N,2.010975896420234,5.337942943932328,2/1/2017,2.0,9/1/2024,390000,1.95,5.337942943932328,,,50,Westchester, NY
1884,City of Laredo TX Waterworks & Sewer System Revenue,N,1.4983123342603273,36.147191780821906,11/15/2017,5.0,3/1/2024,355000,1.96,36.147191780821906,,AA-,85,Webb, TX
1885,City of Laredo TX Waterworks & Sewer System Revenue,N,3.2403890752348676,36.19846575342465,11/15/2017,5.0,3/1/2026,395000,2.19,36.19846575342465,25000.0,AA-,68,Webb, TX
1886,City of Little Rock AR Water Reclamation System Revenue,N,1.1266380276315244,48.78441962067546,10/26/2017,4.0,10/1/2023,245000,1.85,48.78441962067546,,,91,Pulaski, AR
1887,City of Little Rock AR Water Reclamation System Revenue,N,2.9455237354221873,54.50980623666635,10/26/2017,4.0,10/1/2025,265000,2.2,54.50980623666635,,,74,Pulaski, AR
1888,Lazy Nine Municipal Utility District No 1B,Y,1.9879801084261959,56.41335342465752,11/1/2017,3.0,9/1/2024,135000,2.15,56.41335342465752,,AA-,74,Travis, TX
1889,City of Le Sueur MN,N,0.32939317493932935,19.119586258657773,8/10/2017,2.0,12/1/2022,165000,1.6,19.119586258657773,,,90,Le Sueur, MN
1890,City of Le Sueur MN,N,4.075721797276445,12.626912731917074,8/10/2017,2.5,12/1/2026,180000,2.1,12.626912731917074,,,35,Le Sueur, MN
1891,City of Lubbock TX,N,0.52209671488909,21.32014867353902,4/15/2017,5.0,2/15/2023,1385000,1.8800000000000001,21.32014867353902,190000.0,AA+,89,Lubbock, TX
1892,City of Lubbock TX,N,2.350981695838908,28.156309616861886,4/15/2017,5.0,2/15/2025,835000,2.2800000000000002,28.156309616861886,30000.0,AA+,75,Lubbock, TX
1893,City of Lubbock TX,N,3.1976252112904215,27.545965732800948,4/15/2017,5.0,2/15/2026,880000,2.42,27.545965732800948,50000.0,AA+,69,Lubbock, TX
1894,City of Lubbock TX,N,4.0283095764406935,25.859319703544603,4/15/2017,5.0,2/15/2027,925000,2.52,25.859319703544603,,AA+,64,Lubbock, TX
1895,City of Monroe NC Enterprise System Revenue,N,0.5649630999295382,35.26120547945204,12/21/2017,5.0,3/1/2023,325000,2.0300000000000002,35.26120547945204,,A+,93,Union, NC
1896,City of Monroe NC Enterprise System Revenue,N,2.388316175900045,37.40950958904108,12/21/2017,5.0,3/1/2025,360000,2.21,37.40950958904108,,A+,71,Union, NC
1897,City of Monroe NC Enterprise System Revenue,N,3.2411842705334752,36.43933698630137,12/21/2017,5.0,3/1/2026,380000,2.29,36.43933698630137,180000.0,A+,62,Union, NC
1898,Town of Mount Pleasant NY,N,0.653244876278168,7.892091734263085,4/12/2017,3.0,4/1/2023,585000,1.8,7.892091734263085,,,78,Westchester, NY
1899,Town of Mount Pleasent SC Water & Sewer Revenue,N,1.746525552348738,10.907210013793822,5/17/2017,5.0,6/1/2024,805000,1.84,10.907210013793822,,AA+,88,Charleston, SC
1900,Village of Mount Prospect IL,N,0.3292003681561607,30.78791780821919,12/20/2017,4.0,12/1/2022,315000,1.86,30.78791780821919,,,97,Cook, IL
1901,Village of Mount Prospect IL,N,1.2899224080416312,32.2991917808219,12/20/2017,4.0,12/1/2023,345000,1.98,32.2991917808219,,,88,Cook, IL
1902,Village of Mount Prospect IL,N,3.1057730328303284,34.43006575342464,12/20/2017,4.0,12/1/2025,405000,2.21,34.43006575342464,,,69,Cook, IL
1903,Marin Water District Financing Authority,N,4.3985815735352665,2.4041135486967846,8/1/2017,5.0,7/1/2027,870000,1.95,2.4041135486967846,40000.0,AA,66,Marin, CA
1904,New Jersey Infrastructure Bank,N,2.825967214063188,-1.9771174120278845,5/25/2017,5.0,9/1/2025,1170000,1.9000000000000001,-1.9771174120278845,,AAA,80,Mercer, NJ
1905,New Jersey Infrastructure Bank,N,1.951182327274018,-6.001945205479453,11/21/2017,5.0,9/1/2024,815000,1.58,-6.001945205479453,,AAA,81,Mercer, NJ
1906,New Jersey Infrastructure Bank,N,4.651990939939936,37.47972602739724,11/21/2017,3.0,9/1/2027,110000,2.3000000000000003,37.47972602739724,,AAA,38,Mercer, NJ
1907,Northwest Harris County Municipal Utility District No 16,Y,1.1147774484327764,67.01786411878885,3/1/2017,5.5,10/1/2023,25000,2.5,67.01786411878885,,,94,Harris, TX
1908,Northwest Harris County Municipal Utility District No 16,Y,2.02828755852608,71.69905972125312,3/1/2017,5.0,10/1/2024,50000,2.7,71.69905972125312,,,84,Harris, TX
1909,Northwest Harris County Municipal Utility District No 12,Y,0.5636875165316247,62.5343397260274,12/1/2017,5.0,3/1/2023,50000,2.1,62.5343397260274,,,98,Harris, TX
1910,City of Norwalk IA,N,0.8168616520619479,-10.84868659242213,1/3/2017,3.0,6/1/2023,430000,2.0,-10.84868659242213,,,91,Warren, IA
1911,City of Norwalk IA,N,1.7770770126784392,30.049624298468224,7/6/2017,2.5,6/1/2024,205000,1.75,30.049624298468224,,,79,Warren, IA
1912,Northwest Harris County Municipal Utility District No 5/TX,Y,0.7321817999343462,44.66232432473858,8/1/2017,4.0,5/1/2023,1025000,1.8,44.66232432473858,20000.0,AA-,94,Harris, TX
1913,Northwest Harris County Municipal Utility District No 5/TX,Y,1.7016800945616632,49.78856331613615,8/1/2017,2.0,5/1/2024,1030000,2.0,49.78856331613615,,AA-,71,Harris, TX
1914,Northwest Harris County Municipal Utility District No 6,Y,0.6540491635242514,46.13393150684932,12/1/2017,2.0,4/1/2023,50000,2.0,46.13393150684932,,,92,Harris, TX
1915,Northwest Harris County Municipal Utility District No 6,Y,1.6047203398041692,50.52612876712328,12/1/2017,3.0,4/1/2024,50000,2.15,50.52612876712328,,,83,Harris, TX
1916,Northwest Harris County Municipal Utility District No 16,Y,0.16355211698185146,62.561309286063405,3/1/2017,5.5,10/1/2022,25000,2.3000000000000003,62.561309286063405,,,97,Harris, TX
1917,City of Norwalk IA,N,1.7702615934540353,-9.355553110355519,1/3/2017,3.0,6/1/2024,445000,2.15,-9.355553110355519,,,83,Warren, IA
1918,City of Norwalk IA,N,0.8180456523604027,25.31091585595886,7/6/2017,2.5,6/1/2023,200000,1.55,25.31091585595886,,,88,Warren, IA
1919,State of Nevada,N,0.7294862636454214,4.757112328767121,11/7/2017,5.0,5/1/2023,345000,1.47,4.757112328767121,5000.0,AA+,86,Carson City, NV
1920,State of Nevada,N,1.662156467206443,4.665750684931513,11/7/2017,5.0,5/1/2024,365000,1.6,4.665750684931513,,AA+,80,Carson City, NV
1921,State of Nevada,N,2.555879521249958,5.394676712328761,11/7/2017,5.0,5/1/2025,380000,1.74,5.394676712328761,,AA+,73,Carson City, NV
1922,State of Nevada,N,3.4141252997046654,9.00207945205478,11/7/2017,5.0,5/1/2026,400000,1.9000000000000001,9.00207945205478,400000.0,AA+,76,Carson City, NV
1923,State of Nevada,N,4.238465375693931,10.718008219178099,11/7/2017,5.0,5/1/2027,415000,2.02,10.718008219178099,,AA+,57,Carson City, NV
1924,State of Nevada,N,0.00555517735751343,9.181739726027406,11/7/2017,5.0,8/1/2022,310000,1.42,9.181739726027406,,AA+,96,Carson City, NV
1925,State of Nevada,N,0.9764857841111448,9.519972602739735,11/7/2017,5.0,8/1/2023,310000,1.55,9.519972602739735,,AA+,81,Carson City, NV
1926,State of Nevada,N,1.9096135437600172,11.330057534246585,11/7/2017,5.0,8/1/2024,310000,1.7000000000000002,11.330057534246585,,AA+,77,Carson City, NV
1927,State of Nevada,N,2.803981138897685,13.04184383561644,11/7/2017,5.0,8/1/2025,310000,1.85,13.04184383561644,,AA+,69,Carson City, NV
