,CUSIP,Issuer Name,State Code,U.S. County Of Issuance,Mod Dur (Mid),Iss Spd Wst,Issue Date,Bond Purpose,Cpn,Maturity,Mty Size,Yield at Issue,Spread to AAA BVAL (%),YTW Sprd to Mty at Iss,Tax Prov,MSRB Volume,matches,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
2634,82621RDD6,Siena Municipal Utility District No 2,TX,"Travis, TX",1.071970795,37.49317534,5/9/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4.25,9/1/2023,165000,2,#N/A Authorization,37.49317534,FED BQ,,Travis County,TX,Travis County,30.239513,-97.69127
2635,82621RDE4,Siena Municipal Utility District No 2,TX,"Travis, TX",1.99068977,42.81366301,5/9/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4.25,9/1/2024,180000,2.1,#N/A Authorization,42.81366301,FED BQ,,Travis County,TX,Travis County,30.239513,-97.69127
2636,82621VDC9,Sienna Municipal Utility District No 5,TX,"Harris, TX",0.279675476,33.11323562,10/1/2019,REFUNDING NOTES WATER UTILITY IMPS. SEWER IMPS.,4.5,11/1/2022,185000,1.35,#N/A Authorization,33.11323562,FED TAX-EXEMPT,,Harris County,TX,Harris County,29.857273,-95.393037
2637,82621VDE5,Sienna Municipal Utility District No 5,TX,"Harris, TX",2.154273304,46.53323562,10/1/2019,REFUNDING NOTES WATER UTILITY IMPS. SEWER IMPS.,4.5,11/1/2024,200000,1.5,#N/A Authorization,46.53323562,FED TAX-EXEMPT,,Harris County,TX,Harris County,29.857273,-95.393037
2638,870360DQ4,City of Sweeny TX,TX,"Brazoria, TX",0.069384282,18.49349315,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,3,8/15/2022,160000,1.7,#N/A Authorization,18.49349315,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
2639,870360DR2,City of Sweeny TX,TX,"Brazoria, TX",1.037501166,27.44438356,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,3,8/15/2023,160000,1.8,#N/A Authorization,27.44438356,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
2640,870360DS0,City of Sweeny TX,TX,"Brazoria, TX",1.975613089,30.51766027,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,3,8/15/2024,165000,1.85,#N/A Authorization,30.51766027,FED BQ,160000,Brazoria County,TX,Brazoria County,29.167817,-95.434647
2641,870360DV3,City of Sweeny TX,TX,"Brazoria, TX",4.627326552,41.5195726,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,3,8/15/2027,185000,2.05,#N/A Authorization,41.5195726,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
2642,815358AU0,Sedgwick County Rural Water District No 2,KS,"Sedgwick, KS",0.196796476,52.78347945,12/23/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,10/1/2022,30000,1.6,#N/A Authorization,52.78347945,FED BQ/ST TAX-EXEMPT,,Sedgwick County,KS,Sedgwick County,37.681045,-97.461054
2643,815358AV8,Sedgwick County Rural Water District No 2,KS,"Sedgwick, KS",1.158074819,56.56027671,12/23/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,10/1/2023,35000,1.65,#N/A Authorization,56.56027671,FED BQ/ST TAX-EXEMPT,,Sedgwick County,KS,Sedgwick County,37.681045,-97.461054
2644,483278SK4,City of Kalamazoo MI Water Supply System Revenue,MI,"Kalamazoo, MI",0.113771562,16.14758904,6/25/2019,WATER UTILITY IMPS.,5,9/1/2022,265000,1.55,#N/A Authorization,16.14758904,FED & ST TAX-EXEMPT,,Kalamazoo County,MI,Kalamazoo County,42.246266,-85.532854
2645,483278SM0,City of Kalamazoo MI Water Supply System Revenue,MI,"Kalamazoo, MI",1.980500741,19.5046137,6/25/2019,WATER UTILITY IMPS.,5,9/1/2024,290000,1.61,#N/A Authorization,19.5046137,FED & ST TAX-EXEMPT,160000,Kalamazoo County,MI,Kalamazoo County,42.246266,-85.532854
2646,483278SN8,City of Kalamazoo MI Water Supply System Revenue,MI,"Kalamazoo, MI",2.8508662,22.98044658,6/25/2019,WATER UTILITY IMPS.,5,9/1/2025,305000,1.67,#N/A Authorization,22.98044658,FED & ST TAX-EXEMPT,,Kalamazoo County,MI,Kalamazoo County,42.246266,-85.532854
2647,483278SP3,City of Kalamazoo MI Water Supply System Revenue,MI,"Kalamazoo, MI",3.684759428,22.97271781,6/25/2019,WATER UTILITY IMPS.,5,9/1/2026,320000,1.71,#N/A Authorization,22.97271781,FED & ST TAX-EXEMPT,,Kalamazoo County,MI,Kalamazoo County,42.246266,-85.532854
2648,483278SQ1,City of Kalamazoo MI Water Supply System Revenue,MI,"Kalamazoo, MI",4.48359287,21.74940548,6/25/2019,WATER UTILITY IMPS.,5,9/1/2027,340000,1.74,#N/A Authorization,21.74940548,FED & ST TAX-EXEMPT,100000,Kalamazoo County,MI,Kalamazoo County,42.246266,-85.532854
2649,483710J34,County of Kandiyohi MN,MN,"Kandiyohi, MN",0.517739808,15.43625479,9/11/2019,SEWER IMPS. WATER UTILITY IMPS.,4,2/1/2023,410000,1.07,#N/A Authorization,15.43625479,FED BQ/ST TAX-EXEMPT,,Kandiyohi County,MN,Kandiyohi County,45.152714,-95.004981
2650,483710J42,County of Kandiyohi MN,MN,"Kandiyohi, MN",1.460631423,17.57733699,9/11/2019,SEWER IMPS. WATER UTILITY IMPS.,4,2/1/2024,415000,1.1,#N/A Authorization,17.57733699,FED BQ/ST TAX-EXEMPT,,Kandiyohi County,MN,Kandiyohi County,45.152714,-95.004981
2651,483710J59,County of Kandiyohi MN,MN,"Kandiyohi, MN",2.368098859,18.44418877,9/11/2019,SEWER IMPS. WATER UTILITY IMPS.,4,2/1/2025,420000,1.14,#N/A Authorization,18.44418877,FED BQ/ST TAX-EXEMPT,220000,Kandiyohi County,MN,Kandiyohi County,45.152714,-95.004981
2652,483710J67,County of Kandiyohi MN,MN,"Kandiyohi, MN",3.243184445,19.21874027,9/11/2019,SEWER IMPS. WATER UTILITY IMPS.,4,2/1/2026,430000,1.2,#N/A Authorization,19.21874027,FED BQ/ST TAX-EXEMPT,,Kandiyohi County,MN,Kandiyohi County,45.152714,-95.004981
2653,483710J83,County of Kandiyohi MN,MN,"Kandiyohi, MN",4.899687849,25.37971233,9/11/2019,SEWER IMPS. WATER UTILITY IMPS.,4,2/1/2028,450000,1.38,#N/A Authorization,25.37971233,FED BQ/ST TAX-EXEMPT,,Kandiyohi County,MN,Kandiyohi County,45.152714,-95.004981
2654,483710J91,County of Kandiyohi MN,MN,"Kandiyohi, MN",5.681116912,25.89532877,9/11/2019,SEWER IMPS. WATER UTILITY IMPS.,4,2/1/2029,455000,1.45,#N/A Authorization,25.89532877,FED BQ/ST TAX-EXEMPT,,Kandiyohi County,MN,Kandiyohi County,45.152714,-95.004981
2655,955656RE5,City of West Sacramento CA,CA,"Yolo, CA",0.113734686,73.45076575,9/17/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,9/1/2022,65000,1.69,#N/A Authorization,73.45076575,FED & ST TAX-EXEMPT,,,CA,Yolo County,38.679609,-121.90275
2656,955656RF2,City of West Sacramento CA,CA,"Yolo, CA",1.074915083,78.35820466,9/17/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,9/1/2023,70000,1.74,#N/A Authorization,78.35820466,FED & ST TAX-EXEMPT,,,CA,Yolo County,38.679609,-121.90275
2657,955656RG0,City of West Sacramento CA,CA,"Yolo, CA",1.998233036,83.79478575,9/17/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,9/1/2024,70000,1.81,#N/A Authorization,83.79478575,FED & ST TAX-EXEMPT,,,CA,Yolo County,38.679609,-121.90275
2658,955656RH8,City of West Sacramento CA,CA,"Yolo, CA",2.88685803,86.30422192,9/17/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,9/1/2025,75000,1.88,#N/A Authorization,86.30422192,FED & ST TAX-EXEMPT,,,CA,Yolo County,38.679609,-121.90275
2659,955656RJ4,City of West Sacramento CA,CA,"Yolo, CA",3.743203909,88.99213973,9/17/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,9/1/2026,75000,1.96,#N/A Authorization,88.99213973,FED & ST TAX-EXEMPT,,,CA,Yolo County,38.679609,-121.90275
2660,95632CED7,West Travis County Public Utility Agency,TX,"Travis, TX",0.06939605,24.8294,4/24/2019,MISC. PURPOSES WATER UTILITY IMPS. SEWER IMPS.,3,8/15/2022,310000,1.86,#N/A Authorization,24.8294,FED TAX-EXEMPT,,Travis County,TX,Travis County,30.239513,-97.69127
2661,95632CEE5,West Travis County Public Utility Agency,TX,"Travis, TX",1.03195204,27.85347945,4/24/2019,MISC. PURPOSES WATER UTILITY IMPS. SEWER IMPS.,4,8/15/2023,315000,1.93,#N/A Authorization,27.85347945,FED TAX-EXEMPT,100000,Travis County,TX,Travis County,30.239513,-97.69127
2662,95632CEF2,West Travis County Public Utility Agency,TX,"Travis, TX",1.978179861,32.02191781,4/24/2019,MISC. PURPOSES WATER UTILITY IMPS. SEWER IMPS.,3,8/15/2024,330000,2.02,#N/A Authorization,32.02191781,FED TAX-EXEMPT,,Travis County,TX,Travis County,30.239513,-97.69127
2663,95632CEG0,West Travis County Public Utility Agency,TX,"Travis, TX",2.890270223,35.72854795,4/24/2019,MISC. PURPOSES WATER UTILITY IMPS. SEWER IMPS.,3,8/15/2025,340000,2.11,#N/A Authorization,35.72854795,FED TAX-EXEMPT,,Travis County,TX,Travis County,30.239513,-97.69127
2664,95632CEJ4,West Travis County Public Utility Agency,TX,"Travis, TX",4.535266569,36.93313699,4/24/2019,MISC. PURPOSES WATER UTILITY IMPS. SEWER IMPS.,4,8/15/2027,360000,2.27,#N/A Authorization,36.93313699,FED TAX-EXEMPT,,Travis County,TX,Travis County,30.239513,-97.69127
2665,95632CEK1,West Travis County Public Utility Agency,TX,"Travis, TX",5.333083648,35.73359178,4/24/2019,MISC. PURPOSES WATER UTILITY IMPS. SEWER IMPS.,4,8/15/2028,375000,2.34,#N/A Authorization,35.73359178,FED TAX-EXEMPT,,Travis County,TX,Travis County,30.239513,-97.69127
2666,95632NGQ2,West Travis County Municipal Utility District No 6,TX,"Travis, TX",0.030546053,33.71010137,2/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,8/1/2022,345000,2.3,#N/A Authorization,33.71010137,FED TAX-EXEMPT,,Travis County,TX,Travis County,30.239513,-97.69127
2667,95632NGR0,West Travis County Municipal Utility District No 6,TX,"Travis, TX",0.999677927,37.95645753,2/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,8/1/2023,355000,2.4,#N/A Authorization,37.95645753,FED TAX-EXEMPT,735000,Travis County,TX,Travis County,30.239513,-97.69127
2668,95632NGS8,West Travis County Municipal Utility District No 6,TX,"Travis, TX",1.93833284,41.3406274,2/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,8/1/2024,375000,2.5,#N/A Authorization,41.3406274,FED TAX-EXEMPT,300000,Travis County,TX,Travis County,30.239513,-97.69127
2669,956875BR8,West Williamson County Municipal Utility District No 1,TX,#N/A Field Not Applicable,0.11371777,33.71374247,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4,9/1/2022,85000,1.5,#N/A Authorization,33.71374247,FED BQ,,,TX,Williamson County,30.649082,-97.605065
2670,956875BS6,West Williamson County Municipal Utility District No 1,TX,#N/A Field Not Applicable,1.074254658,41.39845479,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4,9/1/2023,95000,1.6,#N/A Authorization,41.39845479,FED BQ,,,TX,Williamson County,30.649082,-97.605065
2671,956875BT4,West Williamson County Municipal Utility District No 1,TX,#N/A Field Not Applicable,1.997111534,50.02220274,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4,9/1/2024,95000,1.7,#N/A Authorization,50.02220274,FED BQ,,,TX,Williamson County,30.649082,-97.605065
2672,956875BU1,West Williamson County Municipal Utility District No 1,TX,#N/A Field Not Applicable,2.885415658,61.59412329,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4,9/1/2025,95000,1.85,#N/A Authorization,61.59412329,FED BQ,40000,,TX,Williamson County,30.649082,-97.605065
2673,956875BV9,West Williamson County Municipal Utility District No 1,TX,#N/A Field Not Applicable,3.811914532,70.36607671,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,9/1/2026,100000,2,#N/A Authorization,70.36607671,FED BQ,,,TX,Williamson County,30.649082,-97.605065
2674,95736U7X6,County of Westchester NY,NY,"Westchester, NY",0.401330573,-16.5045726,12/18/2019,SEWER IMPS. WATER UTILITY IMPS. RESOURCE RECOVERY IMPS.,5,12/15/2022,890000,0.91,#N/A Authorization,-16.5045726,FED & ST TAX-EXEMPT,300000,Westchester County,NY,Westchester County,41.152686,-73.745753
2675,95736U7Y4,County of Westchester NY,NY,"Westchester, NY",1.35691383,-16.74917534,12/18/2019,SEWER IMPS. WATER UTILITY IMPS. RESOURCE RECOVERY IMPS.,5,12/15/2023,935000,0.92,#N/A Authorization,-16.74917534,FED & ST TAX-EXEMPT,,Westchester County,NY,Westchester County,41.152686,-73.745753
2676,95736U7Z1,County of Westchester NY,NY,"Westchester, NY",2.268750834,-17.47346027,12/18/2019,SEWER IMPS. WATER UTILITY IMPS. RESOURCE RECOVERY IMPS.,5,12/15/2024,985000,0.96,#N/A Authorization,-17.47346027,FED & ST TAX-EXEMPT,,Westchester County,NY,Westchester County,41.152686,-73.745753
2677,95736U8A5,County of Westchester NY,NY,"Westchester, NY",3.141459411,-15.6513863,12/18/2019,SEWER IMPS. WATER UTILITY IMPS. RESOURCE RECOVERY IMPS.,5,12/15/2025,1030000,1.03,#N/A Authorization,-15.6513863,FED & ST TAX-EXEMPT,10000,Westchester County,NY,Westchester County,41.152686,-73.745753
2678,95736U8B3,County of Westchester NY,NY,"Westchester, NY",3.978359835,-15.91365479,12/18/2019,SEWER IMPS. WATER UTILITY IMPS. RESOURCE RECOVERY IMPS.,5,12/15/2026,1085000,1.1,#N/A Authorization,-15.91365479,FED & ST TAX-EXEMPT,15000,Westchester County,NY,Westchester County,41.152686,-73.745753
2679,957797ET6,Western Berks Water Authority/The,PA,"Berks, PA",0.36242819,32.37304658,11/26/2019,CURRENT REFUNDING WATER UTILITY IMPS.,2,12/1/2022,445000,1.5,#N/A Authorization,32.37304658,FED & ST TAX-EXEMPT,340000,,PA,Berks County,40.413957,-75.92686
2680,957797EU3,Western Berks Water Authority/The,PA,"Berks, PA",1.337267995,35.02150685,11/26/2019,CURRENT REFUNDING WATER UTILITY IMPS.,2,12/1/2023,455000,1.55,#N/A Authorization,35.02150685,FED & ST TAX-EXEMPT,20000,,PA,Berks County,40.413957,-75.92686
2681,957797EV1,Western Berks Water Authority/The,PA,"Berks, PA",2.291677909,40.51305753,11/26/2019,CURRENT REFUNDING WATER UTILITY IMPS.,2,12/1/2024,465000,1.62,#N/A Authorization,40.51305753,FED & ST TAX-EXEMPT,20000,,PA,Berks County,40.413957,-75.92686
2682,957797EW9,Western Berks Water Authority/The,PA,"Berks, PA",3.137488719,43.78201096,11/26/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,12/1/2025,475000,1.7,#N/A Authorization,43.78201096,FED & ST TAX-EXEMPT,,,PA,Berks County,40.413957,-75.92686
2683,957797EY5,Western Berks Water Authority/The,PA,"Berks, PA",4.820016167,55.51298904,11/26/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,12/1/2027,505000,1.95,#N/A Authorization,55.51298904,FED & ST TAX-EXEMPT,150000,,PA,Berks County,40.413957,-75.92686
2684,922799RU7,City of Ventnor City NJ,NJ,"Atlantic, NJ",1.080790755,17.43683562,10/22/2019,REFUNDING NOTES PUBLIC IMPS. WATER UTILITY IMPS.,3,9/1/2023,920000,1.3,#N/A Authorization,17.43683562,FED & ST TAX-EXEMPT,60000,Atlantic County,NJ,Atlantic County,39.469355,-74.633759
2685,922799RV5,City of Ventnor City NJ,NJ,"Atlantic, NJ",2.02361167,19.13560548,10/22/2019,REFUNDING NOTES PUBLIC IMPS. WATER UTILITY IMPS.,3,9/1/2024,1005000,1.32,#N/A Authorization,19.13560548,FED & ST TAX-EXEMPT,,Atlantic County,NJ,Atlantic County,39.469355,-74.633759
2686,922799RW3,City of Ventnor City NJ,NJ,"Atlantic, NJ",2.93559675,21.84296986,10/22/2019,REFUNDING NOTES PUBLIC IMPS. WATER UTILITY IMPS.,3,9/1/2025,1095000,1.36,#N/A Authorization,21.84296986,FED & ST TAX-EXEMPT,,Atlantic County,NJ,Atlantic County,39.469355,-74.633759
2687,9242582V7,State of Vermont,VT,"Washington, VT",0.554668568,-4.960336986,8/15/2019,WATER UTILITY IMPS. PUBLIC FACILITIES PUBLIC IMPS.,5,2/15/2023,4415000,1.1,#N/A Authorization,-4.960336986,FED & ST TAX-EXEMPT,25000,Washington County,VT,Washington County,44.274969,-72.609444
2688,9242582W5,State of Vermont,VT,"Washington, VT",1.488329963,-5.477950685,8/15/2019,WATER UTILITY IMPS. PUBLIC FACILITIES PUBLIC IMPS.,5,2/15/2024,4415000,1.12,#N/A Authorization,-5.477950685,FED & ST TAX-EXEMPT,,Washington County,VT,Washington County,44.274969,-72.609444
2689,9242582Y1,State of Vermont,VT,"Washington, VT",3.235229453,-3.531131507,8/15/2019,WATER UTILITY IMPS. PUBLIC FACILITIES PUBLIC IMPS.,5,2/15/2026,4415000,1.25,#N/A Authorization,-3.531131507,FED & ST TAX-EXEMPT,470000,Washington County,VT,Washington County,44.274969,-72.609444
2690,9242582Z8,State of Vermont,VT,"Washington, VT",4.054706035,-2.345150685,8/15/2019,WATER UTILITY IMPS. PUBLIC FACILITIES PUBLIC IMPS.,5,2/15/2027,4415000,1.33,#N/A Authorization,-2.345150685,FED & ST TAX-EXEMPT,250000,Washington County,VT,Washington County,44.274969,-72.609444
2691,9242583A2,State of Vermont,VT,"Washington, VT",4.840711232,0.329561644,8/15/2019,WATER UTILITY IMPS. PUBLIC FACILITIES PUBLIC IMPS.,5,2/15/2028,4415000,1.43,#N/A Authorization,0.329561644,FED & ST TAX-EXEMPT,100000,Washington County,VT,Washington County,44.274969,-72.609444
2692,9242583B0,State of Vermont,VT,"Washington, VT",5.594116169,1.584054795,8/15/2019,WATER UTILITY IMPS. PUBLIC FACILITIES PUBLIC IMPS.,5,2/15/2029,4415000,1.52,#N/A Authorization,1.584054795,FED & ST TAX-EXEMPT,35000,Washington County,VT,Washington County,44.274969,-72.609444
2693,936268JN2,Warrior River Water Authority,AL,"Jefferson, AL",0.03054785,37.77406767,9/10/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,8/1/2022,320000,1.3,#N/A Authorization,37.77406767,FED & ST TAX-EXEMPT,,Jefferson County,AL,Jefferson County,33.553444,-86.896536
2694,487685AD1,City of Keller TX,TX,"Tarrant, TX",0.561069081,13.33657808,6/15/2019,WATER UTILITY IMPS. SEWER IMPS.,2,2/15/2023,290000,1.5,#N/A Authorization,13.33657808,FED BQ,,Tarrant County,TX,Tarrant County,32.772119,-97.291224
2695,487685AF6,City of Keller TX,TX,"Tarrant, TX",2.438186983,19.11191781,6/15/2019,WATER UTILITY IMPS. SEWER IMPS.,3,2/15/2025,305000,1.6,#N/A Authorization,19.11191781,FED BQ,,Tarrant County,TX,Tarrant County,32.772119,-97.291224
2696,488133EB1,Kelly Lane Water Control & Improvement District No 2,TX,"Travis, TX",2.041115038,42.04830137,6/5/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,2,9/1/2024,55000,2.05,#N/A Authorization,42.04830137,FED BQ,,Travis County,TX,Travis County,30.239513,-97.69127
2697,921237DU4,City of Van TX,TX,"Van Zandt, TX",0.069384402,38.01817808,6/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,8/15/2022,120000,1.74,#N/A Authorization,38.01817808,FED BQ,,Van Zandt County,TX,Van Zandt County,32.558787,-95.836906
2698,921237DV2,City of Van TX,TX,"Van Zandt, TX",1.02371421,38.64817808,6/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,8/15/2023,125000,1.76,#N/A Authorization,38.64817808,FED BQ,,Van Zandt County,TX,Van Zandt County,32.558787,-95.836906
2699,921237DX8,City of Van TX,TX,"Van Zandt, TX",2.801192848,42.64964658,6/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,8/15/2025,140000,1.85,#N/A Authorization,42.64964658,FED BQ,,Van Zandt County,TX,Van Zandt County,32.558787,-95.836906
2700,921237DY6,City of Van TX,TX,"Van Zandt, TX",3.632898728,43.00951507,6/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,8/15/2026,150000,1.9,#N/A Authorization,43.00951507,FED BQ,,Van Zandt County,TX,Van Zandt County,32.558787,-95.836906
2701,921237EA7,City of Van TX,TX,"Van Zandt, TX",5.190916672,52.30932877,6/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,8/15/2028,165000,2.1,#N/A Authorization,52.30932877,FED BQ,,Van Zandt County,TX,Van Zandt County,32.558787,-95.836906
2702,801784GW3,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",0.598387059,-10.74475616,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2023,370000,1.03,#N/A Authorization,-10.74475616,FED & ST TAX-EXEMPT,70000,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2703,801784GX1,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",1.531090009,-9.353876712,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2024,390000,1.07,#N/A Authorization,-9.353876712,FED & ST TAX-EXEMPT,20000,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2704,801784GY9,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",2.421841066,-10.60476712,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2025,405000,1.11,#N/A Authorization,-10.60476712,FED & ST TAX-EXEMPT,,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2705,801784GZ6,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",3.274712559,-6.795383562,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2026,425000,1.21,#N/A Authorization,-6.795383562,FED & ST TAX-EXEMPT,,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2706,801784HA0,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",4.091973922,-8.383232877,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2027,450000,1.27,#N/A Authorization,-8.383232877,FED & ST TAX-EXEMPT,,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2707,801784HB8,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",4.875234878,-6.720591781,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2028,470000,1.36,#N/A Authorization,-6.720591781,FED & ST TAX-EXEMPT,80000,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2708,801784HC6,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",5.624213914,-3.381824658,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2029,495000,1.47,#N/A Authorization,-3.381824658,FED & ST TAX-EXEMPT,,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2709,801784HD4,City of Santa Cruz CA Water Revenue,CA,"Santa Cruz, CA",6.342390715,-4.025676712,12/12/2019,GREEN PURPOSE WATER UTILITY IMPS. REPAYMENT OF BANK LOAN,5,3/1/2030,520000,1.54,#N/A Authorization,-4.025676712,FED & ST TAX-EXEMPT,100000,Santa Cruz County,CA,Santa Cruz County,37.012347,-122.007789
2710,802557BB3,Santa Paula Utility Authority,CA,"Ventura, CA",0.515541764,4.639789041,12/19/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,2/1/2023,1585000,1.11,#N/A Authorization,4.639789041,FED & ST TAX-EXEMPT,45000,Ventura County,CA,Ventura County,34.358748,-119.133145
2711,802557BC1,Santa Paula Utility Authority,CA,"Ventura, CA",1.447998188,5.908441096,12/19/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,2/1/2024,1660000,1.14,#N/A Authorization,5.908441096,FED & ST TAX-EXEMPT,,Ventura County,CA,Ventura County,34.358748,-119.133145
2712,802557BD9,Santa Paula Utility Authority,CA,"Ventura, CA",2.338113483,8.371528767,12/19/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,2/1/2025,1745000,1.21,#N/A Authorization,8.371528767,FED & ST TAX-EXEMPT,,Ventura County,CA,Ventura County,34.358748,-119.133145
2713,802557BE7,Santa Paula Utility Authority,CA,"Ventura, CA",3.189898699,10.87178904,12/19/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,2/1/2026,1830000,1.29,#N/A Authorization,10.87178904,FED & ST TAX-EXEMPT,,Ventura County,CA,Ventura County,34.358748,-119.133145
2714,802557BF4,Santa Paula Utility Authority,CA,"Ventura, CA",4.005750314,9.607115068,12/19/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,2/1/2027,1925000,1.35,#N/A Authorization,9.607115068,FED & ST TAX-EXEMPT,,Ventura County,CA,Ventura County,34.358748,-119.133145
2715,802557BG2,Santa Paula Utility Authority,CA,"Ventura, CA",4.78705515,13.69875342,12/19/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,2/1/2028,2020000,1.46,#N/A Authorization,13.69875342,FED & ST TAX-EXEMPT,,Ventura County,CA,Ventura County,34.358748,-119.133145
2716,802557BH0,Santa Paula Utility Authority,CA,"Ventura, CA",5.533726215,18.51963014,12/19/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,2/1/2029,2120000,1.58,#N/A Authorization,18.51963014,FED & ST TAX-EXEMPT,,Ventura County,CA,Ventura County,34.358748,-119.133145
2717,803531YY2,City of Saratoga Springs NY,NY,"Saratoga, NY",0.890390185,-4.950273973,6/20/2019,PUBLIC FACILITIES WATER UTILITY IMPS. PUBLIC IMPS.,2.25,6/15/2023,395000,1.35,#N/A Authorization,-4.950273973,FED BQ/ST TAX-EXEMPT,,Saratoga County,NY,Saratoga County,43.106135,-73.855387
2718,803531YZ9,City of Saratoga Springs NY,NY,"Saratoga, NY",1.852582684,-1.563257534,6/20/2019,PUBLIC FACILITIES WATER UTILITY IMPS. PUBLIC IMPS.,2.25,6/15/2024,405000,1.4,#N/A Authorization,-1.563257534,FED BQ/ST TAX-EXEMPT,,Saratoga County,NY,Saratoga County,43.106135,-73.855387
2719,803531ZA3,City of Saratoga Springs NY,NY,"Saratoga, NY",2.793042928,1.247950685,6/20/2019,PUBLIC FACILITIES WATER UTILITY IMPS. PUBLIC IMPS.,2.25,6/15/2025,420000,1.45,#N/A Authorization,1.247950685,FED BQ/ST TAX-EXEMPT,,Saratoga County,NY,Saratoga County,43.106135,-73.855387
